TaskID,Input1,Output1_1
774,4,61.0
774,5,55.0
774,6,49.0
774,7,100.0
775,0,100.0
775,2,67.0
775,3,63.0
775,4,59.0
775,5,56.0
775,6,53.0
775,7,49.0
775,8,46.0
775,9,109.0
775,10,120.0
775,11,161.0
776,0,98.0
776,2,112.0
776,3,117.0
776,4,92.0
776,5,113.0
776,6,96.0
776,7,135.0
777,0,92.0
777,2,80.0
777,3,76.0
777,4,72.0
777,5,69.0
777,6,66.0
777,7,62.0
777,8,58.0
777,9,54.0
778,0,91.0
778,2,115.0
778,3,97.0
778,4,88.0
778,5,105.0
778,7,64.0
778,9,126.0
778,11,53.0
779,0,93.0
779,2,119.0
779,3,92.0
779,4,101.0
779,5,108.0
779,6,59.0
779,7,53.0
779,8,119.0
780,0,93.0
780,2,104.0
780,3,143.0
780,4,138.0
780,6,67.0
780,7,59.0
780,8,129.0
781,0,98.0
781,2,128.0
781,3,100.0
781,4,74.0
781,5,67.0
781,6,99.0
781,7,135.0
781,8,69.0
781,9,63.0
781,10,55.0
781,11,94.0
781,12,129.0
782,0,94.0
782,2,53.0
782,3,50.0
782,4,96.0
782,5,86.0
782,6,135.0
782,7,183.0
783,0,95.0
783,2,94.0
783,3,89.0
783,4,85.0
783,5,82.0
783,6,77.0
783,7,74.0
784,0,93.0
784,2,131.0
784,3,132.0
784,4,107.0
784,5,78.0
784,6,69.0
784,7,92.0
784,9,62.0
784,10,56.0
784,11,127.0
784,13,134.0
785,0,101.0
785,2,77.0
785,3,72.0
785,4,68.0
785,5,64.0
785,6,122.0
785,7,95.0
785,8,142.0
785,9,151.0
786,0,98.0
786,2,91.0
786,3,87.0
786,4,83.0
786,5,78.0
786,6,73.0
786,7,70.0
786,8,66.0
786,9,61.0
786,10,53.0
787,0,101.0
787,2,56.0
787,3,52.0
787,4,49.0
787,5,45.0
787,6,40.0
787,7,37.0
787,8,34.0
787,9,103.0
787,10,125.0
787,11,152.0
787,12,199.0
788,0,103.0
788,2,123.0
788,3,64.0
788,4,60.0
788,5,53.0
788,6,113.0
788,7,135.0
789,0,90.0
789,3,107.0
789,5,66.0
789,7,114.0
789,9,59.0
789,11,115.0
789,13,104.0
790,0,94.0
790,2,83.0
790,3,79.0
790,4,75.0
790,5,70.0
790,6,66.0
790,7,62.0
790,8,58.0
790,9,55.0
790,10,51.0
790,11,48.0
790,13,41.0
791,0,93.0
791,2,82.0
791,3,79.0
791,4,76.0
791,5,72.0
791,6,68.0
791,7,65.0
791,8,62.0
791,9,58.0
791,10,52.0
792,0,110.0
792,2,78.0
792,3,73.0
792,4,69.0
792,5,65.0
792,6,148.0
792,7,151.0
792,8,155.0
792,9,196.0
792,10,158.0
793,0,102.0
793,4,113.0
793,6,180.0
793,7,154.0
793,8,87.0
793,9,83.0
793,10,78.0
794,0,100.0
794,2,53.0
794,3,49.0
794,4,46.0
794,5,128.0
794,6,94.0
794,7,144.0
794,8,198.0
795,0,105.0
795,2,92.0
795,3,88.0
795,4,84.0
795,5,80.0
795,6,76.0
795,7,72.0
795,8,68.0
795,9,63.0
795,10,59.0
795,11,56.0
796,0,90.0
796,2,72.0
796,3,69.0
796,4,66.0
796,5,62.0
796,10,55.0
796,11,182.0
797,0,101.0
797,2,89.0
797,3,85.0
797,4,81.0
797,5,78.0
797,6,75.0
797,7,71.0
797,8,67.0
797,9,64.0
798,0,105.0
798,2,94.0
798,3,90.0
798,4,87.0
798,5,121.0
798,6,126.0
798,7,192.0
798,8,199.0
798,9,172.0
798,10,98.0
798,11,93.0
799,0,104.0
799,2,58.0
799,3,134.0
799,4,123.0
799,5,180.0
799,6,185.0
799,7,162.0
799,8,87.0
800,0,109.0
800,2,96.0
800,3,92.0
800,4,83.0
800,5,82.0
800,6,79.0
800,7,75.0
801,0,94.0
801,2,92.0
801,3,90.0
801,4,105.0
801,5,128.0
801,6,130.0
801,7,118.0
802,0,92.0
802,2,62.0
802,3,59.0
802,4,131.0
802,5,103.0
802,6,166.0
802,7,182.0
802,8,65.0
802,9,60.0
802,10,50.0
802,11,55.0
803,0,96.0
803,2,97.0
803,3,87.0
803,4,97.0
803,5,63.0
803,6,58.0
803,7,104.0
803,8,125.0
804,0,104.0
804,2,115.0
804,3,92.0
804,4,145.0
804,5,67.0
804,6,61.0
804,7,55.0
804,8,139.0
804,11,101.0
804,13,75.0
805,0,107.0
805,2,117.0
805,3,76.0
805,4,71.0
805,5,98.0
805,6,106.0
805,7,102.0
805,10,142.0
806,0,100.0
806,2,42.0
806,3,37.0
806,4,32.0
806,5,29.0
806,6,26.0
806,7,132.0
806,8,112.0
806,9,145.0
806,10,187.0
806,11,144.0
807,0,94.0
807,2,94.0
807,3,90.0
807,4,86.0
807,5,81.0
807,6,76.0
807,7,72.0
807,8,67.0
807,9,62.0
807,10,57.0
808,0,97.0
808,2,126.0
808,4,125.0
808,5,93.0
808,6,70.0
808,7,61.0
808,8,54.0
808,9,90.0
808,11,54.0
809,0,95.0
809,2,84.0
809,3,81.0
809,4,77.0
809,5,74.0
809,6,70.0
809,7,67.0
809,8,63.0
809,9,59.0
810,0,94.0
810,3,64.0
810,4,59.0
810,5,50.0
810,7,105.0
810,10,60.0
810,11,56.0
810,12,91.0
811,0,102.0
811,2,82.0
811,3,79.0
811,4,74.0
811,5,97.0
811,6,112.0
811,7,155.0
811,8,175.0
811,9,145.0
811,10,51.0
812,0,91.0
812,2,84.0
812,3,80.0
812,4,75.0
812,5,72.0
812,6,68.0
812,7,64.0
812,8,106.0
812,9,147.0
812,10,148.0
812,11,144.0
813,0,109.0
813,2,126.0
813,3,144.0
813,4,140.0
813,5,123.0
813,6,86.0
813,8,99.0
813,10,63.0
813,12,117.0
814,0,95.0
814,2,84.0
814,3,79.0
814,4,76.0
814,5,72.0
814,6,68.0
814,8,61.0
814,10,54.0
814,11,50.0
815,0,92.0
815,2,106.0
815,3,116.0
815,4,107.0
815,5,112.0
815,6,84.0
815,7,121.0
816,0,103.0
816,2,46.0
816,3,41.0
816,4,38.0
816,5,34.0
816,6,29.0
816,7,26.0
816,8,22.0
816,9,136.0
816,10,116.0
816,11,148.0
816,12,156.0
817,0,100.0
817,2,139.0
817,3,116.0
817,4,120.0
817,5,93.0
817,6,118.0
817,7,130.0
818,0,94.0
818,2,85.0
818,3,81.0
818,4,76.0
818,5,72.0
818,6,67.0
818,7,64.0
818,8,59.0
818,10,52.0
819,0,93.0
819,2,80.0
819,3,77.0
819,4,73.0
819,5,68.0
819,6,64.0
819,7,61.0
819,8,58.0
819,9,55.0
820,0,93.0
820,2,96.0
820,3,92.0
820,4,87.0
820,5,82.0
820,6,77.0
820,7,74.0
820,8,70.0
820,9,112.0
821,0,99.0
821,2,115.0
821,3,76.0
821,4,68.0
821,6,127.0
821,7,123.0
821,8,125.0
821,9,131.0
821,10,81.0
821,11,75.0
821,12,68.0
822,0,109.0
822,3,73.0
822,4,63.0
822,5,56.0
822,6,129.0
822,8,106.0
822,9,126.0
822,10,140.0
822,11,150.0
823,0,101.0
823,3,75.0
823,4,71.0
823,5,94.0
823,7,151.0
823,8,172.0
823,9,164.0
824,0,106.0
824,2,93.0
824,3,88.0
824,4,84.0
824,5,79.0
824,7,71.0
824,9,62.0
824,10,58.0
824,11,53.0
825,0,91.0
825,2,56.0
825,5,44.0
825,8,114.0
825,9,113.0
825,10,175.0
825,11,183.0
826,0,98.0
826,2,133.0
826,3,98.0
826,4,68.0
826,5,58.0
826,6,49.0
826,8,129.0
826,10,102.0
827,0,91.0
827,2,86.0
827,3,82.0
827,4,77.0
827,5,72.0
827,6,69.0
827,7,65.0
827,8,61.0
827,9,58.0
828,0,92.0
828,2,80.0
828,3,77.0
828,4,73.0
828,5,70.0
828,6,68.0
828,7,66.0
828,8,59.0
828,9,112.0
828,10,171.0
829,0,96.0
829,2,84.0
829,3,88.0
829,6,164.0
829,7,95.0
829,8,64.0
829,9,75.0
829,10,73.0
829,12,50.0
829,13,81.0
830,0,90.0
830,2,65.0
830,3,61.0
830,4,58.0
830,5,86.0
830,6,86.0
830,7,143.0
831,0,97.0
831,2,85.0
831,3,81.0
831,5,74.0
831,6,70.0
831,7,134.0
831,8,93.0
831,9,142.0
831,10,149.0
832,0,97.0
832,2,87.0
832,3,83.0
832,4,79.0
832,5,75.0
832,6,71.0
832,7,68.0
832,8,64.0
832,9,61.0
832,10,57.0
832,11,57.0
833,0,99.0
833,2,129.0
833,3,90.0
833,4,119.0
833,5,99.0
833,6,107.0
833,7,63.0
833,8,53.0
833,9,44.0
833,10,96.0
833,11,122.0
833,13,62.0
834,0,92.0
834,2,118.0
834,3,124.0
834,4,127.0
834,5,70.0
834,6,65.0
834,7,57.0
834,8,115.0
834,9,89.0
834,13,120.0
835,0,93.0
835,2,50.0
835,3,46.0
835,4,42.0
835,5,39.0
835,6,124.0
835,8,131.0
835,12,80.0
836,0,100.0
836,2,74.0
836,3,70.0
836,4,66.0
836,5,62.0
836,8,140.0
836,9,167.0
836,10,177.0
836,11,154.0
837,0,93.0
837,2,91.0
837,3,87.0
837,4,83.0
837,5,78.0
837,6,75.0
837,7,70.0
837,8,67.0
837,9,121.0
838,0,109.0
838,2,95.0
838,3,90.0
838,4,86.0
838,5,82.0
838,6,78.0
838,7,75.0
838,8,71.0
838,9,67.0
838,10,64.0
839,0,97.0
839,2,79.0
839,3,75.0
839,4,71.0
839,5,66.0
839,6,128.0
839,8,186.0
839,11,90.0
839,13,83.0
840,0,92.0
840,2,101.0
840,3,106.0
840,4,129.0
840,5,95.0
840,7,66.0
840,8,125.0
840,9,60.0
840,10,191.0
840,11,130.0
840,12,200.0
840,13,190.0
841,0,96.0
841,2,96.0
841,4,85.0
841,5,96.0
841,6,65.0
841,7,57.0
841,8,48.0
841,9,90.0
841,11,53.0
841,13,109.0
842,0,90.0
842,2,73.0
842,3,69.0
842,4,64.0
842,5,60.0
842,6,55.0
842,7,52.0
842,9,146.0
843,0,93.0
843,2,142.0
843,3,122.0
843,4,120.0
843,5,114.0
843,6,75.0
843,7,66.0
843,8,56.0
843,9,130.0
844,0,104.0
844,2,121.0
844,3,109.0
844,5,63.0
844,6,57.0
844,7,115.0
844,8,101.0
844,9,77.0
844,10,67.0
844,11,60.0
844,12,130.0
845,0,90.0
845,2,95.0
845,3,91.0
845,4,86.0
845,5,82.0
845,6,78.0
845,7,75.0
845,8,71.0
845,9,68.0
846,0,92.0
846,2,84.0
846,3,126.0
846,4,103.0
846,5,101.0
846,6,60.0
846,7,51.0
846,8,97.0
846,9,128.0
846,10,84.0
846,11,74.0
846,12,65.0
847,0,91.0
847,2,130.0
847,3,105.0
847,4,71.0
847,5,63.0
847,6,58.0
847,7,114.0
847,8,68.0
847,9,62.0
847,10,127.0
847,12,94.0
848,0,108.0
848,2,135.0
848,3,132.0
848,4,120.0
848,5,112.0
848,6,102.0
848,7,99.0
848,8,67.0
848,9,62.0
848,10,147.0
848,11,149.0
849,0,95.0
849,2,63.0
849,3,58.0
849,4,129.0
849,5,103.0
849,6,156.0
849,7,157.0
849,8,153.0
849,9,82.0
849,10,78.0
850,0,94.0
850,2,89.0
850,3,86.0
850,4,82.0
850,6,74.0
850,7,70.0
850,10,52.0
851,0,110.0
851,2,95.0
851,3,90.0
851,4,86.0
851,5,82.0
851,6,79.0
851,7,74.0
851,8,71.0
851,9,64.0
852,0,97.0
852,2,85.0
852,3,82.0
852,5,74.0
852,6,71.0
852,7,68.0
852,8,64.0
852,9,60.0
853,0,90.0
853,2,92.0
853,3,89.0
853,4,84.0
853,5,80.0
853,6,76.0
853,7,72.0
853,8,68.0
853,9,63.0
853,10,59.0
853,11,54.0
853,12,49.0
854,0,95.0
854,5,43.0
854,6,40.0
854,7,129.0
854,8,100.0
854,9,133.0
854,10,135.0
855,0,93.0
855,2,122.0
855,3,108.0
855,4,131.0
855,5,86.0
855,6,95.0
855,7,95.0
855,8,65.0
856,0,108.0
856,2,121.0
856,3,115.0
856,4,124.0
856,5,85.0
856,6,77.0
856,8,146.0
856,10,120.0
857,0,108.0
857,3,53.0
857,5,46.0
857,6,41.0
857,7,37.0
857,8,93.0
857,9,105.0
857,10,143.0
857,11,161.0
857,12,158.0
857,13,72.0
858,0,110.0
858,2,147.0
858,3,115.0
858,4,164.0
858,5,172.0
858,6,165.0
858,8,66.0
859,0,96.0
859,2,70.0
859,3,66.0
859,4,95.0
859,5,134.0
859,6,136.0
859,7,140.0
860,0,92.0
860,2,49.0
860,3,45.0
860,4,41.0
860,5,112.0
860,6,108.0
860,7,135.0
861,0,106.0
861,2,144.0
861,3,77.0
861,4,71.0
861,5,128.0
861,6,102.0
861,7,118.0
861,8,137.0
861,9,100.0
861,10,134.0
861,11,76.0
862,0,107.0
862,2,94.0
862,3,89.0
862,4,86.0
862,5,82.0
862,6,77.0
862,7,73.0
862,8,68.0
862,9,65.0
863,0,90.0
863,2,87.0
863,3,84.0
863,4,81.0
863,5,77.0
863,6,72.0
863,7,142.0
863,8,64.0
863,9,60.0
864,0,94.0
864,2,105.0
864,3,113.0
864,4,114.0
864,5,89.0
864,6,121.0
864,7,88.0
864,8,60.0
864,9,80.0
865,0,108.0
865,3,70.0
865,4,66.0
865,5,61.0
865,7,51.0
865,10,124.0
865,11,172.0
866,0,101.0
866,2,74.0
866,3,64.0
866,4,108.0
866,5,110.0
866,6,138.0
866,7,115.0
866,10,67.0
866,11,60.0
866,13,139.0
867,0,110.0
867,2,73.0
867,3,69.0
867,4,147.0
867,5,129.0
867,6,157.0
867,7,158.0
868,0,90.0
868,2,90.0
868,4,82.0
868,5,77.0
868,6,72.0
868,7,68.0
868,8,63.0
868,9,59.0
868,10,55.0
869,0,93.0
869,2,82.0
869,3,78.0
869,4,74.0
869,5,92.0
869,6,113.0
869,7,137.0
869,8,145.0
870,0,92.0
870,2,80.0
870,3,76.0
870,4,73.0
870,5,69.0
870,6,65.0
870,7,62.0
870,8,57.0
870,9,54.0
870,10,50.0
871,0,100.0
871,2,68.0
871,3,63.0
871,4,59.0
871,5,101.0
871,6,93.0
871,7,141.0
872,0,96.0
872,2,146.0
872,3,120.0
872,4,94.0
872,5,85.0
872,6,73.0
872,7,60.0
872,8,93.0
873,0,90.0
873,2,104.0
873,3,108.0
873,5,131.0
873,7,69.0
873,8,122.0
873,9,82.0
873,10,74.0
873,11,67.0
873,12,131.0
873,13,135.0
874,0,100.0
874,4,80.0
874,5,71.0
874,6,112.0
874,7,116.0
874,9,105.0
874,10,70.0
874,11,62.0
874,13,97.0
875,0,105.0
875,3,89.0
875,4,86.0
875,5,82.0
875,6,78.0
875,7,73.0
875,9,65.0
875,10,61.0
876,0,103.0
876,2,118.0
876,3,78.0
876,5,67.0
876,6,118.0
876,7,133.0
876,8,145.0
876,9,134.0
877,0,92.0
877,2,112.0
877,3,130.0
877,4,60.0
877,5,52.0
877,6,134.0
877,7,132.0
877,8,92.0
877,9,133.0
877,10,110.0
877,11,71.0
878,0,98.0
878,2,113.0
878,3,67.0
878,4,61.0
878,5,52.0
878,6,122.0
878,7,70.0
878,8,60.0
878,9,111.0
879,0,92.0
879,2,56.0
879,3,53.0
879,4,48.0
879,5,43.0
879,6,39.0
879,7,33.0
879,8,29.0
879,9,109.0
880,0,95.0
880,3,119.0
880,5,116.0
880,7,122.0
880,8,70.0
880,9,65.0
880,10,58.0
880,11,92.0
881,0,91.0
881,2,79.0
881,3,75.0
881,4,72.0
881,5,68.0
881,6,64.0
881,7,62.0
881,8,56.0
881,9,52.0
881,10,49.0
882,0,97.0
882,2,80.0
882,3,90.0
882,4,107.0
882,5,142.0
882,6,145.0
882,7,139.0
882,8,59.0
883,0,92.0
883,3,78.0
883,4,75.0
883,5,72.0
883,6,69.0
883,7,65.0
883,9,57.0
883,13,44.0
884,0,96.0
884,2,86.0
884,3,82.0
884,4,79.0
884,5,75.0
884,6,71.0
884,7,68.0
884,8,129.0
884,9,154.0
884,10,200.0
885,0,90.0
885,2,86.0
885,3,83.0
885,4,79.0
885,5,75.0
885,6,70.0
885,7,67.0
885,8,63.0
885,9,58.0
885,10,55.0
886,0,101.0
886,2,65.0
886,3,61.0
886,4,59.0
886,5,53.0
886,6,49.0
886,7,135.0
886,8,104.0
886,9,150.0
886,10,151.0
887,0,106.0
887,2,136.0
887,3,133.0
887,4,105.0
887,5,117.0
887,6,144.0
887,7,78.0
887,8,73.0
887,9,65.0
887,10,146.0
887,11,126.0
888,0,95.0
888,2,88.0
888,3,105.0
888,4,118.0
888,5,98.0
888,7,73.0
888,8,65.0
889,0,93.0
889,2,69.0
889,4,62.0
889,5,94.0
889,6,87.0
889,8,135.0
889,9,130.0
890,0,105.0
890,2,67.0
890,4,52.0
890,6,44.0
890,8,105.0
890,9,181.0
890,10,185.0
891,0,97.0
891,2,111.0
891,3,138.0
891,4,126.0
891,5,66.0
891,6,55.0
891,8,101.0
891,9,66.0
891,10,60.0
891,11,117.0
891,12,101.0
891,13,120.0
892,0,108.0
892,2,75.0
892,3,142.0
892,4,132.0
892,5,164.0
892,6,167.0
892,7,157.0
892,8,86.0
892,9,63.0
892,10,62.0
892,11,48.0
893,0,107.0
893,3,80.0
893,4,74.0
893,5,66.0
893,6,110.0
893,7,102.0
893,8,114.0
893,9,104.0
893,10,149.0
894,0,99.0
894,2,114.0
894,3,129.0
894,5,107.0
894,6,132.0
894,7,66.0
894,8,61.0
894,9,138.0
895,0,95.0
895,2,102.0
895,3,60.0
895,4,53.0
895,5,103.0
895,6,88.0
895,7,130.0
895,8,91.0
895,9,124.0
895,10,71.0
895,11,66.0
895,12,59.0
896,0,106.0
896,2,75.0
896,3,69.0
896,4,61.0
896,5,106.0
896,6,114.0
896,7,68.0
896,8,62.0
896,9,109.0
896,10,148.0
897,0,95.0
897,2,81.0
897,3,78.0
897,4,73.0
897,5,69.0
897,6,66.0
897,7,61.0
897,8,56.0
897,9,52.0
898,0,91.0
898,2,92.0
898,3,118.0
898,4,75.0
898,6,116.0
898,7,132.0
898,8,120.0
898,9,110.0
899,0,103.0
899,2,89.0
899,3,85.0
899,4,80.0
899,5,76.0
899,6,76.0
899,7,69.0
899,8,64.0
899,9,61.0
899,10,57.0
900,0,101.0
900,2,127.0
900,3,114.0
900,4,127.0
900,5,116.0
900,6,108.0
900,7,79.0
900,9,66.0
900,10,93.0
900,11,130.0
901,0,93.0
901,2,56.0
901,3,53.0
901,4,48.0
901,5,45.0
901,6,40.0
901,7,37.0
901,8,101.0
901,9,91.0
901,10,143.0
901,11,186.0
902,0,95.0
902,2,82.0
902,4,105.0
902,5,104.0
902,6,137.0
902,7,142.0
902,10,47.0
903,0,92.0
903,2,81.0
903,3,78.0
903,4,71.0
903,5,72.0
903,6,67.0
903,7,64.0
904,0,93.0
904,2,50.0
904,3,47.0
904,4,94.0
904,5,121.0
904,6,159.0
904,7,161.0
904,8,151.0
905,0,90.0
905,2,52.0
905,3,51.0
905,4,46.0
905,5,92.0
905,6,117.0
905,7,106.0
905,8,106.0
905,9,69.0
905,10,62.0
905,11,106.0
906,0,98.0
906,2,89.0
906,3,85.0
906,5,78.0
906,7,70.0
906,8,66.0
906,9,62.0
907,0,90.0
907,2,113.0
907,3,111.0
907,4,114.0
907,6,68.0
907,7,130.0
907,8,78.0
907,9,69.0
907,10,64.0
908,0,90.0
908,2,65.0
908,3,60.0
908,4,55.0
908,5,51.0
908,6,48.0
908,9,98.0
909,0,109.0
909,2,48.0
909,3,43.0
909,4,39.0
909,5,35.0
909,6,31.0
909,8,24.0
909,9,139.0
909,10,108.0
909,11,160.0
909,12,176.0
910,0,90.0
910,2,43.0
910,3,40.0
910,4,36.0
910,5,31.0
910,6,27.0
910,7,113.0
910,8,127.0
910,9,149.0
910,11,149.0
911,0,97.0
911,2,77.0
911,3,69.0
911,4,91.0
911,5,75.0
911,6,71.0
911,7,62.0
911,8,120.0
912,0,103.0
912,2,89.0
912,3,85.0
912,5,77.0
912,6,74.0
912,7,70.0
912,9,61.0
913,0,97.0
913,2,84.0
913,3,79.0
913,4,75.0
913,5,71.0
913,6,68.0
913,7,68.0
913,8,64.0
913,9,59.0
914,0,91.0
914,2,82.0
914,3,79.0
914,4,74.0
914,5,70.0
914,6,67.0
914,7,63.0
914,8,60.0
914,9,56.0
915,0,100.0
915,5,55.0
915,6,47.0
915,7,43.0
915,8,39.0
915,9,85.0
915,10,92.0
915,11,146.0
915,12,150.0
915,13,136.0
916,0,94.0
916,2,107.0
916,3,125.0
916,4,155.0
916,5,184.0
916,6,155.0
916,7,42.0
916,8,37.0
916,11,24.0
917,0,104.0
917,2,106.0
917,3,72.0
917,5,106.0
917,6,74.0
917,7,68.0
917,8,106.0
917,9,65.0
918,0,91.0
918,2,80.0
918,3,76.0
918,4,72.0
918,5,68.0
918,6,64.0
918,7,60.0
918,8,56.0
918,9,53.0
919,0,98.0
919,2,86.0
919,3,81.0
919,4,77.0
919,5,73.0
919,6,69.0
919,7,66.0
919,8,62.0
919,9,58.0
920,0,99.0
920,2,139.0
920,3,132.0
920,4,93.0
920,5,76.0
920,6,73.0
920,7,62.0
921,0,95.0
921,2,98.0
921,3,94.0
921,6,81.0
921,7,78.0
921,8,73.0
921,9,149.0
921,10,142.0
921,11,153.0
921,12,163.0
922,0,92.0
922,2,115.0
922,3,141.0
922,4,123.0
922,5,105.0
922,6,70.0
922,7,63.0
922,8,122.0
922,9,131.0
923,0,90.0
923,2,101.0
923,3,77.0
923,4,68.0
923,5,114.0
923,6,77.0
923,7,69.0
923,10,104.0
923,11,147.0
923,12,98.0
923,13,106.0
924,0,103.0
924,2,116.0
924,3,112.0
924,5,136.0
924,6,101.0
924,9,69.0
924,11,96.0
925,0,97.0
925,2,78.0
925,3,78.0
925,4,76.0
925,5,73.0
925,6,69.0
925,7,64.0
926,0,101.0
926,2,43.0
926,3,39.0
926,4,133.0
926,5,97.0
926,6,183.0
926,7,186.0
927,0,105.0
927,2,95.0
927,3,92.0
927,4,88.0
927,5,83.0
927,6,79.0
927,7,76.0
927,8,72.0
927,9,123.0
927,10,116.0
927,11,192.0
928,0,103.0
928,2,54.0
928,3,49.0
928,4,46.0
928,5,138.0
928,6,136.0
928,7,169.0
928,8,179.0
929,0,91.0
929,2,109.0
929,3,130.0
929,4,127.0
929,5,126.0
929,6,96.0
929,7,73.0
929,8,69.0
929,13,105.0
930,0,95.0
930,2,82.0
930,3,77.0
930,4,74.0
930,5,70.0
930,7,63.0
930,8,59.0
930,10,53.0
931,0,97.0
931,2,84.0
931,3,80.0
931,4,76.0
931,5,72.0
931,6,68.0
931,7,64.0
931,9,55.0
931,11,42.0
932,0,102.0
932,2,92.0
932,3,89.0
932,4,84.0
932,5,81.0
932,6,77.0
932,7,74.0
932,8,69.0
932,9,65.0
933,0,91.0
933,2,46.0
933,3,43.0
933,4,40.0
933,5,37.0
933,9,101.0
933,10,127.0
933,11,132.0
933,12,128.0
934,0,96.0
934,2,87.0
934,3,130.0
934,4,130.0
934,5,126.0
934,6,130.0
934,8,57.0
934,9,120.0
934,10,71.0
934,11,66.0
935,0,108.0
935,3,62.0
935,4,56.0
935,5,141.0
935,6,78.0
935,7,71.0
935,9,117.0
935,10,118.0
935,11,152.0
935,12,105.0
935,13,148.0
936,0,105.0
936,2,113.0
936,3,117.0
936,4,122.0
936,5,109.0
936,6,110.0
936,7,130.0
936,8,79.0
936,9,73.0
936,10,67.0
936,11,128.0
936,12,64.0
937,0,108.0
937,2,97.0
937,4,91.0
937,5,87.0
937,6,83.0
937,7,79.0
937,8,74.0
937,9,70.0
938,0,107.0
938,2,120.0
938,3,113.0
938,5,144.0
938,7,66.0
938,9,53.0
938,11,77.0
939,0,92.0
939,2,40.0
939,3,115.0
939,4,121.0
939,5,131.0
939,8,72.0
939,9,69.0
939,10,65.0
939,11,63.0
939,12,57.0
940,0,106.0
940,2,141.0
940,3,118.0
940,4,147.0
940,5,151.0
940,6,65.0
940,7,59.0
940,9,100.0
940,10,136.0
940,11,79.0
940,12,65.0
940,13,133.0
941,0,98.0
941,2,85.0
941,4,77.0
941,5,74.0
941,6,69.0
941,8,116.0
941,9,99.0
941,10,173.0
941,11,189.0
942,0,92.0
942,2,82.0
942,3,78.0
942,4,75.0
942,5,72.0
942,6,68.0
942,7,64.0
942,8,61.0
942,9,57.0
943,0,91.0
943,2,91.0
943,3,87.0
943,4,83.0
943,5,79.0
943,6,74.0
943,7,69.0
943,8,65.0
943,9,61.0
944,0,99.0
944,2,85.0
944,3,81.0
944,4,77.0
944,5,73.0
944,6,70.0
944,7,65.0
944,8,62.0
944,9,95.0
944,10,98.0
944,11,150.0
945,0,103.0
945,3,89.0
945,4,85.0
945,5,80.0
945,6,76.0
945,7,69.0
945,10,62.0
946,0,100.0
946,2,106.0
946,3,107.0
946,4,103.0
946,5,105.0
946,6,124.0
946,7,119.0
946,8,66.0
947,0,91.0
947,2,115.0
947,3,125.0
947,4,105.0
947,5,127.0
947,6,115.0
947,7,80.0
947,8,72.0
947,9,67.0
947,10,59.0
947,11,108.0
948,0,98.0
948,2,86.0
948,3,82.0
948,4,78.0
948,5,73.0
948,6,70.0
948,7,67.0
948,8,116.0
948,9,190.0
949,0,95.0
949,2,86.0
949,3,82.0
949,4,78.0
949,5,73.0
949,6,69.0
949,7,122.0
949,11,118.0
949,12,62.0
950,0,97.0
950,2,83.0
950,3,78.0
950,4,73.0
950,5,69.0
950,6,114.0
950,7,134.0
950,8,170.0
950,9,199.0
951,0,91.0
951,2,65.0
951,3,65.0
951,4,62.0
951,5,58.0
951,6,55.0
951,7,90.0
951,8,155.0
952,0,92.0
952,2,80.0
952,3,77.0
952,4,72.0
952,5,68.0
952,6,123.0
952,7,104.0
952,8,142.0
952,9,151.0
952,10,149.0
953,0,96.0
953,2,55.0
953,3,52.0
953,4,48.0
953,5,44.0
953,6,116.0
953,7,117.0
953,8,180.0
953,9,188.0
954,0,108.0
954,6,79.0
954,7,75.0
954,8,70.0
954,9,66.0
954,10,63.0
954,11,58.0
954,12,52.0
954,13,49.0
955,0,105.0
955,2,95.0
955,3,90.0
955,4,87.0
955,5,84.0
955,6,79.0
955,7,75.0
955,8,70.0
955,9,67.0
956,0,91.0
956,2,44.0
956,3,40.0
956,4,37.0
956,5,33.0
956,8,23.0
956,9,99.0
956,10,122.0
956,11,138.0
956,12,142.0
957,0,104.0
957,2,92.0
957,3,88.0
957,4,83.0
957,5,80.0
957,6,77.0
957,7,73.0
957,9,63.0
958,0,91.0
958,2,82.0
958,3,78.0
958,5,70.0
958,6,67.0
958,7,62.0
958,9,156.0
958,11,165.0
959,0,94.0
959,2,52.0
959,3,47.0
959,4,43.0
959,5,117.0
959,6,99.0
959,7,150.0
959,8,185.0
959,9,137.0
959,12,59.0
959,13,56.0
960,0,108.0
960,2,116.0
960,3,103.0
960,4,137.0
960,5,85.0
960,6,79.0
960,7,143.0
960,8,144.0
961,0,101.0
961,2,98.0
961,3,72.0
961,4,62.0
961,5,140.0
961,8,67.0
961,9,58.0
961,11,110.0
962,0,97.0
962,3,66.0
962,4,57.0
962,5,115.0
962,6,120.0
962,7,130.0
962,10,59.0
962,11,50.0
963,0,100.0
963,2,130.0
963,4,126.0
963,5,100.0
963,7,74.0
963,8,65.0
963,9,58.0
963,10,114.0
963,12,58.0
963,13,138.0
964,0,92.0
964,2,121.0
964,3,121.0
964,4,111.0
964,5,101.0
964,6,69.0
964,8,61.0
964,9,109.0
964,10,81.0
964,11,76.0
964,12,110.0
965,0,91.0
965,4,122.0
965,5,84.0
965,6,72.0
965,7,64.0
965,8,59.0
965,9,125.0
966,0,90.0
966,3,61.0
966,5,51.0
966,8,136.0
966,9,148.0
966,10,135.0
966,11,75.0
966,12,71.0
966,13,68.0
967,0,95.0
967,2,75.0
967,3,71.0
967,4,67.0
967,5,101.0
967,6,105.0
